醫事機構代碼,醫事機構名稱,醫事機構地址,經度,緯度,醫事機構電話,廠牌項目,快篩試劑截至目前結餘存貨數量,來源資料時間,備註
5901013586,安禾大藥局,臺北市松山區撫遠街３８２號,121.5656,25.06443,(02)27602952,羅氏家用新冠病毒抗原自我檢測套組,29,2022/10/25 10:13:02,無
5901013648,慶昌藥局,臺北市松山區延吉街２９號１樓,121.5537,25.04595,(02)25770820,羅氏家用新冠病毒抗原自我檢測套組,78,2022/10/25 10:13:02,下午14:00開始發放
5901013657,順儷中崙藥局,臺北市松山區八德路３段７４巷４８號１樓,121.5525,25.04685,(02)25796900,羅氏家用新冠病毒抗原自我檢測套組,560,2022/10/25 10:13:02,無
5901013693,民生盛康藥局,臺北市松山區民生東路５段２０４號１樓,121.5648,25.05826,(02)27460758,羅氏家用新冠病毒抗原自我檢測套組,405,2022/10/25 10:13:02,星期日不提供快篩服務，一到六可以來領取，但有沒有快篩全憑運氣，見諒
5901013700,杏一台北台安藥局,臺北市松山區八德路２段３９９號１樓,121.5465,25.04833,(02)87728295,羅氏家用新冠病毒抗原自我檢測套組,167,2022/10/25 10:13:02,快篩實名制販售時間為每天下午15:00，開賣前10分鐘發放號碼牌，售完為止
5901013728,康麗藥局,臺北市松山區南京東路３段３０３巷２０號（１樓）,121.5468,25.05374,(02)27174117,羅氏家用新冠病毒抗原自我檢測套組,90,2022/10/25 10:13:02,無
5901013746,富景藥局,臺北市松山區三民路１４５號１樓,121.5631,25.06078,(02)27455666,羅氏家用新冠病毒抗原自我檢測套組,275,2022/10/25 10:13:02,無
5901020303,宏恩藥局,臺北市大安區大安路１段１８１號,121.5461,25.03619,(02)27000956,羅氏家用新冠病毒抗原自我檢測套組,209,2022/10/25 10:13:02,隨到隨買。符合免費領用資格者，亦歡迎領取。另供應自費 唾液快篩，歡迎洽詢。
5901020376,靜園藥局,臺北市大安區和平東路２段１１８巷５７之１號,121.5429,25.02254,(02)27336390,羅氏家用新冠病毒抗原自我檢測套組,134,2022/10/25 10:13:02,實名制快篩每日下午2:00開始代售，售完為止
5901020385,延吉大藥局,臺北市大安區延吉街１５３號１樓,121.5548,25.04066,(02)27819227,羅氏家用新冠病毒抗原自我檢測套組,197,2022/10/25 10:13:02,無
5901020554,師大藥局,臺北市大安區師大路９９號１樓,121.5285,25.02271,(02)23623479,羅氏家用新冠病毒抗原自我檢測套組,87,2022/10/25 10:13:02,實名制快篩試劑開賣時間下午2:30現場排隊
5901020563,施寶藥局,臺北市大安區安東街５０－５號１樓,121.5426,25.04277,(02)27114175,羅氏家用新冠病毒抗原自我檢測套組,82,2022/10/25 10:13:02,週一至週五早上11點到下午8點.周六周日及公訂例假日公休快篩早上11點開始銷售直到配額售完為止
5901020616,龍護大藥局,臺北市大安區大安路１段２２４巷７號１Ｆ,121.5454,25.03401,(02)23250686,羅氏家用新冠病毒抗原自我檢測套組,28,2022/10/25 10:13:02,無
5901020634,新廣生藥局,臺北市大安區仁愛路４段３４號,121.5467,25.03762,(02)27071221,羅氏家用新冠病毒抗原自我檢測套組,32,2022/10/25 10:13:02,固定周日公休，實名制快篩因應政府滾動式配送，實際發放時間以現場為主
5901020661,泰佑藥局,臺北市大安區安和路２段７２號１Ｆ,121.5517,25.03011,(02)27056841,羅氏家用新冠病毒抗原自我檢測套組,197,2022/10/25 10:13:02,每日早上九點半
5901020689,四維藥局,臺北市大安區復興南路２段１５１巷４３號１樓,121.5454,25.02846,(02)27094222,羅氏家用新冠病毒抗原自我檢測套組,197,2022/10/25 10:13:02,假日可先打電話聯絡
5901020732,赫慶藥局,臺北市大安區瑞安街２０８巷１１弄５號１樓,121.5408,25.02866,(02)27063497,羅氏家用新冠病毒抗原自我檢測套組,464,2022/10/25 10:13:02,快篩代售時間：星期一至六上午9點開始，不發號碼牌，星期日停售
5901020858,順天堂藥局,臺北市大安區龍泉街９６號,121.5292,25.02256,(02)23627149,羅氏家用新冠病毒抗原自我檢測套組,299,2022/10/25 10:13:02,營業時間:周一至周六9:30~22:00 禮拜日公休
5901020876,大興藥局,臺北市大安區通化街３９巷５０弄１５號１樓,121.5555,25.03056,(02)27053369,羅氏家用新冠病毒抗原自我檢測套組,333,2022/10/25 10:13:02,快篩試劑販售時間自08:30至20:30。（週日休息）
5901021248,永誠藥局,臺北市大安區忠孝東路４段２１６巷２５之１號,121.5531,25.03997,(02)27520273,羅氏家用新冠病毒抗原自我檢測套組,88,2022/10/25 10:13:02,上午9:30發放（不發號碼牌）
5901021382,建如藥局,臺北市大安區和平東路３段２２８巷１１號１Ｆ,121.5543,25.02174,(02)27331456,羅氏家用新冠病毒抗原自我檢測套組,208,2022/10/25 10:13:02,9:00開門營業後.開始作業領取快篩 星期日休息
5901021408,生百藥局,臺北市大安區臨江街１２４號,121.5539,25.03024,(02)27371011,羅氏家用新冠病毒抗原自我檢測套組,58,2022/10/25 10:13:02,無
5901022601,生光藥局,臺北市大安區忠孝東路３段２４８巷２號,121.5412,25.04135,(02)27780862,羅氏家用新冠病毒抗原自我檢測套組,55,2022/10/25 10:13:02,下午兩點開始販售，周日及國定假日公休
5901022898,永康藥局,臺北市大安區麗水街６之２號,121.529,25.03289,(02)23279362,羅氏家用新冠病毒抗原自我檢測套組,221,2022/10/25 10:13:02,無
5901023073,世中欣藥局,臺北市大安區永康街２巷８號,121.5294,25.03315,(02)23938947,羅氏家用新冠病毒抗原自我檢測套組,37,2022/10/25 10:13:02,健保快篩：周一至周五， 早上10點開始販售。週六下午2點販售。週日停售.。
5901023215,大愛健康藥局,臺北市大安區敦化南路２段６３巷６５號,121.552,25.03103,(02)27092156,羅氏家用新冠病毒抗原自我檢測套組,118,2022/10/25 10:13:02,無
5901023304,麗樺藥師藥局,臺北市大安區麗水街３號,121.529,25.03225,(02)23952628,羅氏家用新冠病毒抗原自我檢測套組,54,2022/10/25 10:13:02,無
5901023313,安和藥局,臺北市大安區安和路１段１０２巷３號,121.5519,25.03433,(02)27092349,羅氏家用新冠病毒抗原自我檢測套組,109,2022/10/25 10:13:02,平日下午三點開始販賣賣完 78份結束
5901023331,佑安藥局,臺北市大安區延吉街２３３巷９號,121.5561,25.03708,(02)27069339,羅氏家用新冠病毒抗原自我檢測套組,63,2022/10/25 10:13:02,營業時間為下午兩點開始，週六不賣快篩
5901023386,弘昇藥局,臺北市大安區復興南路１段１０７巷３２號,121.5458,25.04349,(02)27110061,羅氏家用新冠病毒抗原自我檢測套組,167,2022/10/25 10:13:02,上午11點以後至晚上10點30分
5901023411,長虹藥局,臺北市大安區忠孝東路４段２１６巷 ６３號,121.5531,25.0382,(02)27210232,羅氏家用新冠病毒抗原自我檢測套組,168,2022/10/25 10:13:02,週一 ~ 週日 14:30 販售實名制快篩（a）現場排隊依序購買（b）開賣前10分鐘發號碼牌（c）過號請重新排隊
5901023519,惠盈藥局,臺北市大安區辛亥路２段１７１巷３１號,121.5412,25.02297,(02)87321366,羅氏家用新冠病毒抗原自我檢測套組,171,2022/10/25 10:13:02,無
5901023680,新富川藥局,臺北市大安區大安路１段５１巷４號,121.5464,25.04303,(02)27114758,羅氏家用新冠病毒抗原自我檢測套組,48,2022/10/25 10:13:02,無提供急診服務
5901023831,康乃馨藥局,臺北市大安區建國南路１段３２７號,121.5382,25.03481,(02)23257097,羅氏家用新冠病毒抗原自我檢測套組,34,2022/10/25 10:13:02,週一至週五09:00-21:00，周六09:00-18:00；快篩代售、現場排隊
5901023902,惠良藥局,臺北市大安區和平東路３段９３－１號,121.5507,25.02461,(02)27387872,羅氏家用新冠病毒抗原自我檢測套組,159,2022/10/25 10:13:02,平日早上10點開賣實名快篩  週日休息
5901024007,古亭健康人生藥局,臺北市大安區羅斯福路２段８３號,121.5237,25.02572,(02)23660895,羅氏家用新冠病毒抗原自我檢測套組,78,2022/10/25 10:13:02,快篩僅販售14:00-16:00。營業時間9:30-21:30。
5901024098,杏一瑞安藥局,臺北市大安區瑞安街２０８巷１１弄１號,121.5406,25.02866,(02)27096710,羅氏家用新冠病毒抗原自我檢測套組,3,2022/10/25 10:13:02,快篩滯銷，直接來店，不用打電話問
5901024114,好安心藥局,臺北市大安區和平東路２段９８之２號,121.5415,25.02493,(02)23772166,羅氏家用新冠病毒抗原自我檢測套組,351,2022/10/25 10:13:02,快篩發放: 週一至週六販售，免排隊，不發號碼牌。
5901024178,誠心藥局,臺北市大安區忠孝東路３段１９９－１號,121.5389,25.04188,(02)27527520,羅氏家用新冠病毒抗原自我檢測套組,360,2022/10/25 10:13:02,全年無休 0830-2230
5901024221,安居藥局,臺北市大安區安居街１９號,121.5549,25.02085,(02)23773537,羅氏家用新冠病毒抗原自我檢測套組,127,2022/10/25 10:13:02,領快篩注意事項:週一到週六早上8:30-12:00 週一到週五晚上5:30-9:00 直接排隊購買 .週日不營業
5901024310,躍獅新生藥局,臺北市大安區和平東路２段２０號,121.5362,25.02566,(02)23623367,羅氏家用新冠病毒抗原自我檢測套組,160,2022/10/25 10:13:02,快篩發放時間0900-1800。星期一到星期日皆販售
5901024347,博大藥局,臺北市大安區安和路２段６５號,121.5526,25.03063,(02)27027858,羅氏家用新冠病毒抗原自我檢測套組,170,2022/10/25 10:13:02,若有配給．下午兩點開始販售。
5901024427,博昱仁愛藥局,臺北市大安區仁愛路４段６５號,121.5469,25.03821,(02)87739258,羅氏家用新冠病毒抗原自我檢測套組,227,2022/10/25 10:13:02,實名制快篩每周一~五，上午9點開賣.售完為止.婉謝零錢
5901024481,微笑藥師藥局,臺北市大安區信義路３段３１巷４號,121.5345,25.03401,(02)27009655,羅氏家用新冠病毒抗原自我檢測套組,607,2022/10/25 10:13:02,無
5901024490,明星大藥局,臺北市大安區光復南路４３０之１號,121.5574,25.03618,(02)27023747,羅氏家用新冠病毒抗原自我檢測套組,185,2022/10/25 10:13:02,無
5901024525,國泰維康藥局,臺北市大安區仁愛路４段２６６巷１５弄２０號,121.5541,25.03654,(02)27542185,羅氏家用新冠病毒抗原自我檢測套組,94,2022/10/25 10:13:02,星期一到星期日下午3點到5點販賣實名制快篩（不發號碼牌）
5901024543,奇威藥局,臺北市大安區雲和街９３號,121.5312,25.02338,(02)23651110,羅氏家用新冠病毒抗原自我檢測套組,223,2022/10/25 10:13:02,無
5901024669,百岳藥局,臺北市大安區和平東路２段３１１巷１１號,121.5452,25.02514,(02)27551037,羅氏家用新冠病毒抗原自我檢測套組,84,2022/10/25 10:13:02,快篩試劑販售時間:周一至周五10:30~12:00止
5901024678,大安健康人生藥局,臺北市大安區信義路４段３４號,121.5447,25.03316,(02)27025553,羅氏家用新冠病毒抗原自我檢測套組,28,2022/10/25 10:13:02,快篩發放時間:下午3點開始.並依序入場購買，請協助自備紙鈔
5901024687,博昱大藥局,臺北市大安區樂業街１４８號、１５０號,121.5529,25.01998,(02)23776199,羅氏家用新冠病毒抗原自我檢測套組,268,2022/10/25 10:13:02,快篩發放時間為周一至周六09-12&18-21
5901024696,仁華藥局,臺北市大安區臥龍街１５５號,121.5511,25.01834,(02)27336762,羅氏家用新冠病毒抗原自我檢測套組,155,2022/10/25 10:13:02,快篩實名制 :上午09:00開始，不發號碼牌
5901024721,麗泰藥局,臺北市大安區復興南路２段１５１巷４號,121.544,25.02832,(02)27079595,羅氏家用新冠病毒抗原自我檢測套組,124,2022/10/25 10:13:02,每天到貨時間不定，到貨後即公告開賣
5901024767,杏一樂業藥局,臺北市大安區樂業街１６２號,121.5535,25.01958,(02)27383194,羅氏家用新冠病毒抗原自我檢測套組,156,2022/10/25 10:13:02,無
5901024838,昶青藥局,臺北市大安區濟南路３段２２之１號,121.5346,25.04008,(02)27515678,羅氏家用新冠病毒抗原自我檢測套組,124,2022/10/25 10:13:02,每天販售快篩實名制
5901024865,沛林東區生活藥粧藥局,臺北市大安區忠孝東路４段１８１巷７弄５號,121.551,25.04219,(02)27763759,羅氏家用新冠病毒抗原自我檢測套組,60,2022/10/25 10:13:02,每日早上11:00營業，若快篩有到貨，每日發放時間為下午2:00開始
5901024918,康祥藥局,臺北市大安區忠孝東路４段２１６巷２１號,121.5531,25.04025,(02)27817891,羅氏家用新冠病毒抗原自我檢測套組,249,2022/10/25 10:13:02,星期天11:00-19:00
5901024945,威康藥局,臺北市大安區和平東路２段２９７號,121.5447,25.02495,(02)27061149,羅氏家用新冠病毒抗原自我檢測套組,8,2022/10/25 10:13:02,無
5901024954,佑全大安敦南藥局,臺北市大安區敦化南路２段６３巷４６號,121.5512,25.03089,(02)23257579,羅氏家用新冠病毒抗原自我檢測套組,62,2022/10/25 10:13:02,實名制快篩賣到1900
5901024981,專品六張犁藥局,臺北市大安區基隆路２段２１７號１樓,121.5513,25.02299,(02)87322226,羅氏家用新冠病毒抗原自我檢測套組,68,2022/10/25 10:13:02,兒童免費領取快篩於下午3點開始發放
5901025004,早安藥局,臺北市大安區建國南路２段１５１巷４２號１樓,121.5396,25.02865,(02)27002209,羅氏家用新冠病毒抗原自我檢測套組,54,2022/10/25 10:13:02,快篩早上9點發號碼牌留卡下午2點領取
5901025013,頤品中西藥局,臺北市大安區浦城街２４之２號１樓,121.5267,25.02295,(02)23685656,羅氏家用新冠病毒抗原自我檢測套組,101,2022/10/25 10:13:02,無
5901025022,躍獅敦和藥局,臺北市大安區和平東路３段１０號,121.547,25.02453,(02)23785767,羅氏家用新冠病毒抗原自我檢測套組,120,2022/10/25 10:13:02,無
5901025031,中力信義藥局,臺北市大安區信義路４段５１號（１樓）,121.545,25.03354,(02)23250266,羅氏家用新冠病毒抗原自我檢測套組,212,2022/10/25 10:13:02,下午一點販售實名制快篩
5901025040,弘昌藥局,臺北市大安區通化街１３９號１樓,121.554,25.02901,(02)27321616,羅氏家用新冠病毒抗原自我檢測套組,78,2022/10/25 10:13:02,10／9和10／10公休
5901025059,博醫仁愛藥局,臺北市大安區仁愛路４段８巷２號１樓,121.5443,25.0375,(02)27019107,羅氏家用新冠病毒抗原自我檢測套組,124,2022/10/25 10:13:02,營業時間 : 每天早上08:00~晚上22:00
5901025068,鎮安中西安和藥局,臺北市大安區安和路１段１２３號１樓,121.5527,25.03488,(02)27015201,羅氏家用新冠病毒抗原自我檢測套組,315,2022/10/25 10:13:02,快篩試劑於每日9點開賣
5901025077,敦南春天藥局,臺北市大安區敦化南路２段８１巷６３號１樓,121.5513,25.03002,(02)27553266,羅氏家用新冠病毒抗原自我檢測套組,95,2022/10/25 10:13:02,快篩待售時間:週一至週日0900~2030，售完為止。（物流配送不及則例外，以門市公告為主）
5901090074,慈仁藥局,臺北市大同區歸綏街２６１號１樓,121.5101,25.05832,(02)25572733,羅氏家用新冠病毒抗原自我檢測套組,183,2022/10/25 10:13:02,平日營業至晚上6點，星期六營業至下午2點，星期日公休
5901090127,三銘大藥局,臺北市大同區迪化街１段８０號,121.5099,25.05581,(02)25583392,羅氏家用新冠病毒抗原自我檢測套組,118,2022/10/25 10:13:02,無
5901090154,柯藥局,臺北市大同區重慶北路３段３３５巷６號,121.5144,25.07452,(02)25948515,羅氏家用新冠病毒抗原自我檢測套組,882,2022/10/25 10:13:02,库存已零如何歸零
5901090181,時春藥局,臺北市大同區赤峰街４號,121.5191,25.05356,(02)25597918,羅氏家用新冠病毒抗原自我檢測套組,170,2022/10/25 10:13:02,上午9點發號碼牌
5901090243,建祥藥局,臺北市大同區寧夏路１７號、１７－１號,121.515,25.05485,(02)25556476,羅氏家用新冠病毒抗原自我檢測套組,154,2022/10/25 10:13:02,10：00~18：00
5901090289,正利民藥局,臺北市大同區延平北路３段１０５號,121.511,25.06806,(02)25924842,羅氏家用新冠病毒抗原自我檢測套組,16,2022/10/25 10:13:02,每日皆可領快篩劑，每日下午2:00~4:00休息.
